method,frame,start,repetition,order,totalMs,perceptionMs,registrationMs,accepted,reason,iterations,x,y,psi
baseline,260,3,18,745,78.919,63.53,15.366,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,18,746,66.58,60.451,6.109,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,700,1,18,747,86.501,72.189,14.289,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,18,748,75.067,68.36,6.687,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,350,3,18,749,82.972,67.924,15.026,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,18,750,65.724,56.42,9.282,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,700,2,18,751,86.881,71.515,15.343,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,18,752,70.302,63.208,7.071,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,900,2,18,753,79.816,72.496,7.299,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,18,754,96.47,80.302,16.145,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,3,18,755,96.143,80.424,15.696,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,18,756,80.16,72.496,7.643,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,1050,2,19,757,71.825,64.297,7.506,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,19,758,87.242,70.113,17.107,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,3,19,759,85.742,68.642,17.077,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,19,760,71.271,64.297,6.949,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,260,3,19,761,80.863,64.77,16.065,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,19,762,65.742,59.191,6.525,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,900,1,19,763,76.643,69.72,6.9,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,19,764,99.558,82.016,17.518,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,2,19,765,97.888,80.188,17.677,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,19,766,81.24,73.316,7.9,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,120,1,19,767,90.235,68.309,21.904,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,19,768,68.899,61.312,7.566,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,260,2,19,769,83.768,67.653,16.091,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,19,770,68.475,61.378,7.068,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,700,2,19,771,71.148,63.491,7.632,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,19,772,88.342,72.159,16.162,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,260,1,19,773,64.315,57.262,7.031,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,19,774,78.588,65.136,13.429,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,550,1,19,775,95.307,78.674,16.604,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,19,776,76.254,66.963,9.262,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,350,2,19,777,87.209,69.169,18.018,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,19,778,67.587,60.891,6.675,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,550,2,19,779,77.885,70.251,7.609,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,19,780,112.75,95.117,17.606,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,350,3,19,781,65.356,58.25,7.074,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,19,782,81.49,63.6,17.866,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,700,1,19,783,70.859,63.839,6.998,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,19,784,86.255,71.966,14.267,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,350,1,19,785,66.959,58.987,7.947,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,19,786,80.567,65.524,15.02,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,1050,1,19,787,73.359,66.639,6.699,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,19,788,93.542,75.448,18.072,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,900,3,19,789,97.62,80.954,16.641,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,19,790,77.906,71.649,6.235,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,700,3,19,791,86.595,73.423,13.149,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,19,792,69.247,62.392,6.829,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,550,3,19,793,92.097,76.358,15.706,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,19,794,75.756,68.186,7.535,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,120,3,19,795,92.872,70.05,22.799,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,19,796,72.318,63.552,8.745,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,2,19,797,69.091,61.284,7.78,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,19,798,92.168,69.138,23.008,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,1,20,799,69.918,62.637,7.26,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,20,800,88.149,74.318,13.809,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,2,20,801,86.764,71.973,14.769,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,20,802,76.967,68.081,8.864,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,3,20,803,76.163,69.419,6.718,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,3,20,804,88.597,76.466,12.11,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,260,2,20,805,81.534,65.666,15.845,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,20,806,66.689,58.387,8.282,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,900,3,20,807,75.809,69.212,6.573,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,900,3,20,808,95.833,80.158,15.652,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,2,20,809,89.19,71.214,17.951,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,20,810,70.953,62.948,7.978,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,3,20,811,72.294,65.959,6.317,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,20,812,90.976,73.092,17.861,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,260,3,20,813,67.591,60.296,7.268,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,20,814,80.931,66.677,14.232,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,550,2,20,815,99.927,80.456,19.447,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,20,816,97.356,84.355,12.971,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,120,2,20,817,73.615,65.049,8.542,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,20,818,91.056,68.635,22.398,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,550,1,20,819,74.951,67.048,7.873,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,20,820,94.874,78.901,15.945,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,260,1,20,821,79.724,65.345,14.355,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,20,822,64.922,57.449,7.449,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,120,1,20,823,68.067,59.388,8.656,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,20,824,87.995,66.427,21.539,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,3,20,825,70.087,61.706,8.349,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,20,826,91.888,69.962,21.9,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,900,2,20,827,100.58,83.448,17.108,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,20,828,79.48,70.595,8.861,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,1050,1,20,829,90.373,71.993,18.354,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,20,830,74.487,66.36,8.106,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,350,2,20,831,85.143,67.936,17.186,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,20,832,66.751,59.264,7.467,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,550,3,20,833,75.299,68.851,6.424,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,20,834,94.944,80.437,14.481,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,900,1,20,835,98.944,81.983,16.939,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,20,836,81.552,72.042,9.486,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,350,3,20,837,65.902,58.092,7.787,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,20,838,80.854,65.589,15.243,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,1,20,839,80.597,65.818,14.755,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,20,840,67.959,59.762,8.168,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
