method,frame,start,repetition,order,totalMs,perceptionMs,registrationMs,accepted,reason,iterations,x,y,psi
optimized,260,1,6,249,60.342,54.847,5.476,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,6,250,62.304,56.348,5.935,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,350,3,6,251,60.91,54.887,6.003,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,6,252,63.505,57.283,6.204,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
optimized,900,3,7,253,76.028,69.578,6.431,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,900,3,7,254,74.334,68.688,5.625,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,120,1,7,255,62.315,55.424,6.872,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,120,1,7,256,64.757,58.185,6.552,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,700,3,7,257,66.183,60.882,5.281,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,7,258,69.282,64.232,5.031,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,120,2,7,259,67.72,60.594,7.105,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,7,260,68.244,61.487,6.739,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
optimized,700,1,7,261,68.715,62.273,6.423,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,7,262,69.545,63.968,5.556,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,2,7,263,67.544,60.574,6.948,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,700,2,7,264,67.177,61.448,5.708,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,350,2,7,265,60.529,53.733,6.775,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,350,2,7,266,63.867,56.528,7.317,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,900,2,7,267,73.131,66.004,7.106,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,7,268,75.908,68.977,6.909,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
optimized,1050,2,7,269,65.355,58.137,7.197,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,1050,2,7,270,70.381,63.659,6.699,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,260,2,7,271,58.679,52.899,5.761,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,7,272,60.117,52.98,7.114,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,550,3,7,273,77.749,71.25,6.476,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,7,274,73.016,67.226,5.77,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
optimized,260,3,7,275,60.732,54.148,6.564,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,260,3,7,276,66.268,59.499,6.749,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,1050,3,7,277,68.528,61.629,6.879,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,1050,3,7,278,69.798,63.251,6.525,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,350,3,7,279,59.26,52.939,6.301,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,7,280,60.507,53.692,6.794,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,120,3,7,281,68.41,61.224,7.165,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,7,282,66.431,59.16,7.249,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
optimized,260,1,7,283,67.451,60.857,6.573,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,7,284,59.101,53.224,5.854,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,1050,1,7,285,66.74,59.327,7.392,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,1050,1,7,286,68.849,61.443,7.384,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,350,1,7,287,58.673,52.472,6.18,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,7,288,62.195,55.688,6.487,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
optimized,900,1,7,289,74.313,67.575,6.717,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
baseline,900,1,7,290,78.1,72.149,5.932,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,550,1,7,291,77.022,69.882,7.116,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,7,292,82.182,75.124,7.031,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
optimized,550,2,7,293,78.541,71.186,7.333,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,550,2,7,294,76.267,69.911,6.336,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,900,2,8,295,81.017,74.035,6.959,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,900,2,8,296,82.592,75.622,6.947,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,1,8,297,77.202,71.203,5.979,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,8,298,82.695,75.683,6.99,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
baseline,1050,2,8,299,76.152,68.673,7.455,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,8,300,76.729,69.832,6.876,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
optimized,120,3,8,301,74.692,65.019,9.645,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,120,3,8,302,69.062,62.393,6.646,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,550,1,8,303,76.632,70.723,5.888,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,8,304,76.22,69.705,6.497,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,120,1,8,305,62.163,54.808,7.334,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,8,306,68.49,60.954,7.513,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
optimized,550,2,8,307,77.441,70.155,7.261,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,550,2,8,308,73.958,66.88,7.054,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,700,3,8,309,71.339,66.116,5.204,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,8,310,72.509,66.973,5.517,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
optimized,350,1,8,311,66.733,60.01,6.704,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,350,1,8,312,63.161,56.083,7.059,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,260,2,8,313,60.917,54.065,6.83,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,260,2,8,314,59.675,53.142,6.513,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,1,8,315,57.757,52.038,5.701,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,8,316,57.879,51.709,6.147,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,700,2,8,317,65.014,58.434,6.559,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,8,318,65.42,58.68,6.718,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
optimized,550,3,8,319,68.296,61.854,6.424,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,550,3,8,320,69.58,63.318,6.241,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,120,2,8,321,62.693,55.028,7.643,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,8,322,63.205,55.695,7.49,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
optimized,350,2,8,323,63.333,56.575,6.739,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,350,2,8,324,65.662,58.622,7.019,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,3,8,325,58.941,52,6.92,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,350,3,8,326,59.861,53.699,6.141,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,1050,3,8,327,67.227,60.727,6.478,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,8,328,65.081,58.637,6.422,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
optimized,700,1,8,329,66.96,61.626,5.316,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,8,330,67.43,61.353,6.055,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,260,3,8,331,57.768,51.548,6.198,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,260,3,8,332,57.343,50.942,6.378,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,900,3,8,333,71.039,63.866,7.151,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,900,3,8,334,72.515,66.055,6.438,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,1,8,335,64.871,58.139,6.708,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,8,336,65.964,59.852,6.094,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,900,1,9,337,77.375,71.27,6.084,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,9,338,75.376,69.526,5.832,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
optimized,120,2,9,339,63.044,55.538,7.485,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,2,9,340,63.311,55.875,7.413,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,1,9,341,64.262,58.229,6.011,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,9,342,68.19,63.094,5.077,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,900,2,9,343,74.597,67.34,7.234,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,900,2,9,344,79.557,72.894,6.643,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,3,9,345,78.488,72.19,6.278,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,9,346,78.957,71.893,7.041,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,550,2,9,347,76.038,68.994,7.023,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,9,348,69.21,62.091,7.098,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
optimized,700,3,9,349,66.667,59.969,6.673,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,700,3,9,350,70.239,64.558,5.653,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,2,9,351,68.768,63.111,5.638,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,700,2,9,352,63.915,58.428,5.467,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,260,1,9,353,55.724,50.565,5.139,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,9,354,57.92,52.938,4.964,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,350,3,9,355,60.164,53.887,6.258,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,9,356,57.825,51.776,6.03,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
optimized,1050,1,9,357,65.6,58.565,7.017,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,1050,1,9,358,69.778,64.011,5.748,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,120,3,9,359,62.603,55.94,6.645,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,120,3,9,360,70.322,64.024,6.278,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,550,1,9,361,74.311,67.644,6.645,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,9,362,76.86,70.856,5.984,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,260,2,9,363,62.572,56.327,6.226,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,9,364,61.203,54.355,6.827,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
optimized,1050,2,9,365,74.792,68.852,5.922,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,1050,2,9,366,67.781,61.891,5.872,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,3,9,367,71.06,65.466,5.575,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,1050,3,9,368,72.378,66.928,5.431,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,120,1,9,369,62.914,56.357,6.537,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,120,1,9,370,66.186,58.694,7.47,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,350,1,9,371,57.032,50.356,6.655,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,350,1,9,372,60.217,53.183,7.014,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,550,3,9,373,72.972,67.452,5.5,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,9,374,71.434,65.167,6.246,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,260,3,9,375,64.905,59.249,5.631,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,9,376,63.935,57.902,6.012,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,350,2,9,377,65.309,58.545,6.743,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,9,378,63.773,57.409,6.345,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,350,1,10,379,61.285,54.831,6.434,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,10,380,58.311,51.766,6.522,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
optimized,700,3,10,381,64.733,59.775,4.939,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,700,3,10,382,62.591,57.103,5.467,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,2,10,383,66.445,60.018,6.405,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,10,384,65.75,60.191,5.539,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
optimized,700,1,10,385,68.98,62.834,6.124,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,10,386,72.514,66.336,6.155,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,260,2,10,387,58.477,51.834,6.621,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,10,388,61.112,54.764,6.325,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,350,2,10,389,60.304,52.634,7.647,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,10,390,61.367,54.912,6.431,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,1050,3,10,391,64.899,58.67,6.208,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,10,392,65.276,58.888,6.366,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
optimized,260,1,10,393,60.961,55.066,5.874,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,10,394,58.527,52.6,5.905,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,1050,2,10,395,64.075,57.784,6.273,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,10,396,66.998,60.398,6.582,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,1050,1,10,397,68.128,61.892,6.217,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,10,398,68.115,60.863,7.231,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,550,3,10,399,68,61.755,6.223,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,10,400,67.292,61.044,6.225,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
optimized,900,2,10,401,70.216,63.433,6.761,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,900,2,10,402,72.642,65.519,7.1,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,120,2,10,403,62.203,55.098,7.084,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,10,404,62.485,54.422,8.043,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,1,10,405,64.486,57.211,7.254,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,10,406,66.184,58.714,7.448,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
optimized,900,1,10,407,74.482,68.613,5.85,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
baseline,900,1,10,408,76.407,69.568,6.816,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,550,2,10,409,74.798,68.495,6.283,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,10,410,71.309,64.17,7.119,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
optimized,550,1,10,411,75.235,68.4,6.813,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,10,412,70.188,64.405,5.765,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,900,3,10,413,77.512,71.049,6.44,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,10,414,74.297,67.437,6.838,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,120,3,10,415,63.636,56.336,7.281,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,10,416,68.958,62.38,6.558,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,350,3,10,417,67.314,61.175,6.118,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,10,418,63.522,57.151,6.353,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,260,3,10,419,61.06,55.42,5.62,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,10,420,59.885,53.446,6.417,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
optimized,700,2,11,421,72.124,66.129,5.977,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,700,2,11,422,65.299,58.869,6.407,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,900,3,11,423,73.96,68.454,5.484,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,11,424,76.09,69.245,6.824,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,350,2,11,425,60.837,54.453,6.365,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,11,426,63.99,57.535,6.436,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,1050,1,11,427,67.31,61.51,5.782,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,11,428,66.982,60.643,6.319,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,1050,3,11,429,64.723,59.08,5.624,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,11,430,72.362,66.766,5.577,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
optimized,900,2,11,431,74.83,68.78,6.031,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,900,2,11,432,78.998,72.676,6.302,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,260,3,11,433,64.108,58.461,5.627,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,260,3,11,434,62.085,56.334,5.724,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,2,11,435,62.253,55.095,7.135,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,260,2,11,436,63.791,56.854,6.914,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,350,3,11,437,61.762,55.089,6.653,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,350,3,11,438,59.077,52.474,6.582,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,120,3,11,439,63.415,57.003,6.393,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,120,3,11,440,65.831,58.822,6.986,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,900,1,11,441,76.201,69.28,6.899,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,11,442,76.613,70.451,6.142,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
optimized,260,1,11,443,63.019,57.56,5.439,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,11,444,63.932,57.856,6.054,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,120,1,11,445,66.148,58.505,7.621,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,120,1,11,446,64.12,56.82,7.28,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,550,2,11,447,71.592,64.366,7.204,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,11,448,77.383,69.817,7.543,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,120,2,11,449,66.911,60.468,6.422,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,11,450,67.56,60.617,6.919,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
optimized,1050,2,11,451,76.567,67.792,8.749,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,1050,2,11,452,70.694,64.794,5.88,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,700,1,11,453,68.8,63.268,5.513,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,11,454,70.742,65.48,5.242,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,3,11,455,66.026,60.862,5.145,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,11,456,71.182,65.354,5.809,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
optimized,550,3,11,457,70.311,63.926,6.364,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,550,3,11,458,70.46,64.922,5.518,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,1,11,459,75.445,69.143,6.283,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,11,460,73.89,66.932,6.935,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,350,1,11,461,61.813,55.831,5.963,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,11,462,63.862,57.8,6.043,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
optimized,550,1,12,463,75.979,70.105,5.854,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,12,464,71.965,65.162,6.78,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,1050,3,12,465,66.902,60.273,6.607,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,1050,3,12,466,63.591,57.251,6.318,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,900,2,12,467,72.579,65.01,7.547,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,12,468,72.43,65.422,6.986,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
optimized,350,1,12,469,58.235,50.964,7.253,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,350,1,12,470,60.055,53.557,6.478,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,1050,2,12,471,68.319,61.331,6.964,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,12,472,68.283,61.78,6.482,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,120,2,12,473,70.394,63.979,6.395,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,12,474,71.333,64.442,6.874,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
optimized,900,1,12,475,80.019,74.023,5.978,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
baseline,900,1,12,476,78.833,73.009,5.804,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,700,3,12,477,66.485,60.861,5.602,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,12,478,65.732,60.331,5.381,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,550,3,12,479,67.353,61.231,6.101,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,12,480,67.508,61.282,6.205,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
optimized,260,3,12,481,64.872,57.808,7.039,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,260,3,12,482,64.761,59.422,5.32,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,120,1,12,483,66.668,58.604,8.042,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,12,484,70.363,63.502,6.84,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,350,2,12,485,65.571,59.22,6.33,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,12,486,63.284,56.764,6.503,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
optimized,260,1,12,487,64.798,58.684,6.094,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,12,488,62.037,55.864,6.149,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,700,1,12,489,71.004,65.007,5.977,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,12,490,69.197,63.821,5.357,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,900,3,12,491,70.407,64.015,6.369,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,12,492,77.574,71.418,6.135,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,1050,1,12,493,65.518,58.618,6.878,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,12,494,64.968,57.391,7.554,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,700,2,12,495,64.997,58.691,6.284,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,12,496,65.13,58.299,6.809,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
optimized,350,3,12,497,60.207,53.674,6.507,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
